object_id,lane,name,type,entry_anchor,level,consumers,tests,note,review_status,axis_a,axis_b,axis_c,axis_d,axis_e,axis_f,findings_total,confirmed,rejected,suspended,closeout_status,workbook,reviewer,baseline
P25,p1_decision_chain,龙头识别定位,stage,src/zephyr/signal_ashare/sector/sector_leader.py,P1,（TDM链）,（审查者补）,"TDM TDM-E-L2-06-2 对账补册 || 收口:复权口径未声明(除权日误判,checklist#7)+war_pool消费未深钻:挂起登记",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p25.md,,2fa92002c3
P26,p1_decision_chain,回踩质量分级,stage,src/zephyr/signal_ashare/sector/sector_pullback.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-07 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p26.md,,2fa92002c3
P27,p1_decision_chain,板块生命周期判定,stage,src/zephyr/signal_ashare/sector/sector_momentum_persistence.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-08 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p27.md,,2fa92002c3
P28,p1_decision_chain,催化剂识别,stage,src/zephyr/signal_ashare/screening/event_driven_screener.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-09 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p28.md,,2fa92002c3
P29,p1_decision_chain,事件图谱传导,stage,src/zephyr/intelligence/news_chain_node_linker.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-09-1 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p29.md,,2fa92002c3
P30,p1_decision_chain,冲击标的生成,stage,src/zephyr/intelligence/chain_impact_resolver.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-09-2 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p30.md,,2fa92002c3
P31,p1_decision_chain,同源补涨比价,stage,src/zephyr/signal_ashare/supply_chain_momentum.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L2-10 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p31.md,,2fa92002c3
P32,p1_decision_chain,Universe构建与剔除,stage,src/zephyr/data/instrument_master.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p32.md,,2fa92002c3
P33,p1_decision_chain,波段池5分制,stage,src/zephyr/signal_ashare/quant_short_term_strength_engine.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-03-2 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p33.md,,2fa92002c3
P34,p1_decision_chain,双策略合流体检,stage,src/zephyr/signal_fundamental/router/signal_conflict_resolver.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-03-3 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p34.md,,2fa92002c3
P35,p1_decision_chain,顺位排序,stage,src/zephyr/signal_fundamental/selection_confidence.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-05 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p35.md,,2fa92002c3
P36,p1_decision_chain,环境开关,stage,src/zephyr/signal_ashare/core/environment_switch.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-06 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p36.md,,2fa92002c3
P37,p1_decision_chain,打板选股链,stage,src/zephyr/pf_core/strategies/daban_sleeve_strategy.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-07-1 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p37.md,,2fa92002c3
P38,p1_decision_chain,多因子打分链,stage,src/zephyr/factor/analysis/multifactor_synthesis.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-07-2 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p38.md,,2fa92002c3
P39,p1_decision_chain,其余sleeve选股链,stage,src/zephyr/pf_core/strategies/event_driven_sleeve_strategy.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-07-3 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p39.md,,2fa92002c3
P40,p1_decision_chain,候选池输出,stage,src/zephyr/signal_ashare/core/candidate_pool_aggregator.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-08 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p40.md,,2fa92002c3
P41,p1_decision_chain,股票池分层维护,stage,src/zephyr/signal_ashare/core/pool_tier_maintenance.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-09 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p41.md,,2fa92002c3
P42,p1_decision_chain,可交易性预检,stage,src/zephyr/signal_ashare/tradability_preflight.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-10 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p42.md,,2fa92002c3
P43,p1_decision_chain,竞价选股,stage,src/zephyr/signal_ashare/auction_microstructure_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-11-1 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p43.md,,2fa92002c3
P44,p1_decision_chain,盘中涨速异动扫描,stage,src/zephyr/signal_ashare/intraday_t0/intraday_volume_orderflow.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-11-2 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p44.md,,2fa92002c3
P45,p1_decision_chain,个股资金面分析,stage,src/zephyr/signal_ashare/capital_flow_pattern_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-12-1 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p45.md,,2fa92002c3
P46,p1_decision_chain,龙虎榜席位追踪,stage,src/zephyr/signal_ashare/limit_up/seat_pattern_analyzer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L3-12-2 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p46.md,,2fa92002c3
P47,p1_decision_chain,买入时序,stage,src/zephyr/plan_engine/closing_session_decision.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-02 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p47.md,,2fa92002c3
P48,p1_decision_chain,价格锚定,stage,src/zephyr/ex_core/pricing_policy.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p48.md,,2fa92002c3
P49,p1_decision_chain,资金分配多标的,stage,src/zephyr/signal_fundamental/capital/capital_allocator.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-04 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p49.md,,2fa92002c3
P50,p1_decision_chain,执行算法,stage,src/zephyr/ex_sor/core/algo_execution_selector.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-06 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p50.md,,2fa92002c3
P51,p1_decision_chain,条件触发队列,stage,src/zephyr/ex_core/local_order_queue.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-07 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p51.md,,2fa92002c3
P52,p1_decision_chain,突破失败降级,stage,src/zephyr/sell_decision/core/breakout_failure_detector.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-08 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p52.md,,2fa92002c3
P53,p1_decision_chain,执行成本反馈与选型回写,stage,src/zephyr/ex_sor/services/execution_quality_scorer.py,P1,（TDM链）,（审查者补）,TDM TDM-E-L4-14 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p53.md,,2fa92002c3
P54,p1_decision_chain,目标聚合与净额轧平,stage,src/zephyr/position/core/firm_risk_aggregator.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C2-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p54.md,,2fa92002c3
P55,p1_decision_chain,相关性聚类与cluster上限,stage,src/zephyr/position/core/correlation_regime_monitor.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C2-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p55.md,,2fa92002c3
P56,p1_decision_chain,budget变动三级升级,stage,src/zephyr/position/core/budget_change_handler.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C2-04 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p56.md,,2fa92002c3
P57,p1_decision_chain,多维归因引擎,stage,src/zephyr/pf_core/core/performance_attribution_engine.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C3-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p57.md,,2fa92002c3
P58,p1_decision_chain,升降级管线与退役评审,stage,src/zephyr/factor/governance/lifecycle_state_machine.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C3-02 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p58.md,,2fa92002c3
P59,p1_decision_chain,可靠度养成与信号健康,stage,src/zephyr/signal_quality/signal_degradation_monitor.py,P1,（TDM链）,（审查者补）,TDM TDM-F-C3-05 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p59.md,,2fa92002c3
P60,p1_decision_chain,持仓对账与台账快照,stage,src/zephyr/position/core/position_state_machine.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P1-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p60.md,,2fa92002c3
P61,p1_decision_chain,买入逻辑存活判定,stage,src/zephyr/plan_engine/thesis_survival.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P1-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p61.md,,2fa92002c3
P62,p1_decision_chain,组合级持仓体检,stage,src/zephyr/position/core/position_drift_monitor.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P1-05 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p62.md,,2fa92002c3
P63,p1_decision_chain,做T资格与成本前置,stage,src/zephyr/position/core/t1_sellable.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P2-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p63.md,,2fa92002c3
P64,p1_decision_chain,做T策略调度,stage,src/zephyr/sell_decision/core/t_trade_coordinator.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P2-02 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p64.md,,2fa92002c3
P65,p1_decision_chain,做T闭环与成功判定,stage,src/zephyr/signal_ashare/intraday_t0/t0_trading_pipeline.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P2-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p65.md,,2fa92002c3
P66,p1_decision_chain,减仓与再平衡,stage,src/zephyr/position/core/rebalance_engine.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P2-04 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p66.md,,2fa92002c3
P67,p1_decision_chain,加仓资格门,stage,src/zephyr/position/core/pyramiding_rules.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P3-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p67.md,,2fa92002c3
P68,p1_decision_chain,加仓时点与执行,stage,src/zephyr/position/core/position_limit_enforcer.py,P1,（TDM链）,（审查者补）,TDM TDM-P-P3-04 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p68.md,,2fa92002c3
P69,p1_decision_chain,熔断分级判定,stage,src/zephyr/risk/core/drawdown_state_machine.py,P1,（TDM链）,（审查者补）,TDM TDM-X-R1-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p69.md,,2fa92002c3
P70,p1_decision_chain,护盘资产定向加仓白名单,stage,src/zephyr/position/core/defensive_asset_whitelist.py,P1,（TDM链）,（审查者补）,TDM TDM-X-R1-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p70.md,,2fa92002c3
P71,p1_decision_chain,信号收集与六桶分类,stage,src/zephyr/sell_decision/core/sell_signal_collector.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S1-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p71.md,,2fa92002c3
P72,p1_decision_chain,止盈族判定,stage,src/zephyr/sell_decision/core/take_profit_strategy.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S1-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p72.md,,2fa92002c3
P73,p1_decision_chain,强制清仓绕过通道,stage,src/zephyr/trading/strategy_abnormal_exit_orchestrator.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S1-06 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p73.md,,2fa92002c3
P74,p1_decision_chain,执行方式路由,stage,src/zephyr/sell_decision/core/sell_execution_planner.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S2-01 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p74.md,,2fa92002c3
P75,p1_decision_chain,执行时段路由,stage,src/zephyr/ex_sor/core/sell_session_router.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S2-03 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p75.md,,2fa92002c3
P76,p1_decision_chain,卖出闭环与退出效率,stage,src/zephyr/sell_decision/core/sell_execution_quality_tracker.py,P1,（TDM链）,（审查者补）,TDM TDM-X-S2-06 对账补册,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/tdm_supplement/rpt_p76.md,,2fa92002c3
