library,entry_id,name,class,status,verdict,reason_or_gap,exam_window,signalization,readiness,independence,bonus,priority_score
pattern,PAT-CHART-003,Wedge Breakdown,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-004,Double Bottom,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-005,Ascending Triangle,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-006,Descending Triangle,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-007,Symmetrical Triangle,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-008,Rising Wedge,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-009,Falling Wedge,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-010,Bull Flag,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-011,Bear Flag,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-012,Pennant,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-013,Cup and Handle,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-014,Inverse Cup and Handle,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-015,Rectangle,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-016,Head and Shoulders Bottom,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-017,Triple Top,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-018,Triple Bottom,chart_pattern,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CHART-019,Rounding Top,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-020,Rounding Bottom,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-021,Broadening Formation,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-022,Diamond,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-023,V-Top,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-024,V-Bottom,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-025,Island Reversal,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-026,Dead Cat Bounce,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-027,Limit-Up Reversal Engulfing (Fanbao),chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-028,Double Cannon N-Shape,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-029,Golden Pit,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-030,Fragmented Yang Accumulation,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-031,Low Box Consolidation,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-032,First Board Probe,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-033,Consecutive Limit-Up Ladder,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-034,Mild Board Break,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-035,Broken Board Re-Seal,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-036,Late-Day Sneak Board,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-037,TD Sequential Buy Setup,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-038,TD Sequential Sell Setup,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-039,Wolfe Wave,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-040,Quasimodo,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-041,Ascending Scallop,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-042,Descending Scallop,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-043,Horn Top,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-044,Horn Bottom,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-045,Pipe Top,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-046,Pipe Bottom,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-047,Bump-and-Run Reversal Top,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-048,Bump-and-Run Reversal Bottom,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-049,Volatility Contraction Pattern,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-050,1-2-3 Reversal,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-051,Ross Hook,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-052,Old Duck Head,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-053,Mid-air Refueling,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-054,Three Peaks and a Domed House,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-055,Three Rising Valleys,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-056,Three Falling Peaks,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-057,Big W,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-058,Big M,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-059,Gap Classification,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-060,Complex Head and Shoulders,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-061,High Tight Flag,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-062,Brooks H2/L2 Two-Legged Pullback,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-063,Measured Move Up,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-064,Measured Move Down,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-065,Broadening Formation Right-Angled Ascending,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-066,Broadening Formation Right-Angled Descending,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-067,Broadening Wedge Ascending,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-068,Broadening Wedge Descending,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-069,Adam & Eve Double Bottoms,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-070,Adam & Eve Double Tops,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-071,Ugly Double Bottom,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-072,Inverted Dead Cat Bounce,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-073,Earnings Flag,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-074,Roof,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-075,Inverted Roof,chart_pattern,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CHART-076,2B False Breakout Reversal,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-077,Flat Base,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-078,Busted Pattern,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-079,Extended V-Tops/Bottoms,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-080,Ascending and Inverted Scallop,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CHART-081,Inverted and Descending Scallop,chart_pattern,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-001,MA Death Cross,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-002,Uptrend Line,trendline_channel,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-TREND-003,Downtrend Line,trendline_channel,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-TREND-004,Ascending Channel,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-005,Descending Channel,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-006,Horizontal Channel,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-007,Golden Cross,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-008,Andrew's Pitchfork,trendline_channel,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-TREND-009,Gann Angle 1x1 (45°),trendline_channel,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-TREND-010,Gann Square of Nine,trendline_channel,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-TREND-011,Speed Resistance Lines,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-012,Gann Swing Chart,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-TREND-013,MA Alignment State Classification,trendline_channel,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-001,Breakout Failure Detection,support_resistance,active,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-002,Intraday Breakout/Breakdown,support_resistance,active,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-003,Intraday Stop-Loss Break,support_resistance,active,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-004,Pivot Points (Classic),support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-005,Pivot Points (Fibonacci),support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-006,Volume Profile Support/Resistance,support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-007,Previous Day High/Low,support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-008,Murrey Math Levels,support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-009,Camarilla Pivots,support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-SR-010,Support Resistance Polarity Shift,support_resistance,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-FIB-001,Fibonacci Retracement,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-002,Fibonacci Extension,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-003,Fibonacci Fan,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-004,Fibonacci Arc,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-005,Fibonacci Time Zone,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-006,Fibonacci Cluster,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-007,ABCD Harmonic,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-008,Gartley,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-009,Bat,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-010,Alternate Bat,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-011,Butterfly,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-012,Crab,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-013,Deep Crab,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-014,Shark,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-015,Cypher,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-016,Three Drives,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-017,Harmonic 5-0,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-FIB-018,Nen Star,fibonacci,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-STRUCT-001,Wyckoff Spring,structure,active,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-CLL-001,Chanlun Top Fractal,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-002,Chanlun Bottom Fractal,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-003,Chanlun Upward Bi,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-004,Chanlun Downward Bi,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-005,Chanlun Line Segment,chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CLL-006,Chanlun Zhongshu (Central Hub),chanlun,candidate,值得考,已物化(market_pattern_event 2021-09 起),"2021-10..2025-08 (物化起点后, WFA 折法 18m/6m)","事件日→条件超额检验: 事件股 T+1..T+5 超额/板块映射, 物化事件直接可考",2,2,2,12
pattern,PAT-CLL-007,Chanlun First Buy Point,chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CLL-008,Chanlun Second Buy Point,chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CLL-009,Chanlun Third Buy Point,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-010,Chanlun First Sell Point,chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CLL-011,Chanlun Second Sell Point,chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-CLL-012,Chanlun Third Sell Point,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-013,Chanlun Trend Divergence,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-014,Chanlun Consolidation Divergence,chanlun,candidate,缺数据,缠论笔/段/中枢算法未接线物化(JOB-108 未覆盖),,,0,0,0,
pattern,PAT-CLL-015,Chanlun Nested Interval (Qujian Tao),chanlun,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-001,Impulse Wave,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-002,Zigzag Correction,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-003,Flat Correction,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-004,Triangle Correction,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-005,Double Three Combination,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-006,Wave Extension,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-007,Leading Diagonal,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-ELW-008,Ending Diagonal,elliott_wave,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-STRUCT-002,Wyckoff Accumulation,structure,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-STRUCT-003,Wyckoff Distribution,structure,candidate,必死,"主观图形(人工画线/波浪计数), 无机械识别口径不可信号化",,,0,0,0,
pattern,PAT-STRUCT-004,Wyckoff Upthrust,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-005,Wyckoff Sign of Strength (SOS),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-006,Wyckoff Sign of Weakness (SOW),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-007,Wyckoff Last Point of Support (LPS),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-008,Wyckoff Last Point of Supply (LPSY),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-009,SMC Break of Structure (BOS),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-010,SMC Change of Character (CHoCH),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-011,SMC Fair Value Gap (FVG),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-012,SMC Order Block (OB),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-013,SMC Liquidity Grab,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-014,SMC Equal Highs (EQH),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-015,SMC Equal Lows (EQL),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-016,SMC Premium/Discount Zone,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-017,Time Series Motif Discovery,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-STRUCT-018,Semantic Segmentation (FLUSS),structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-001,YOLOv8 Chart Pattern Detector,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-002,Swin Transformer TADA-AW Classifier,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-003,ViT-Tiny + MAE Self-supervised Pattern Learner,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-004,Multimodal LLM Pattern Analyst,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-005,Kronos K-line Foundation Model,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
