seq,year,orig_name,rel_path,size_bytes,lines,encoding,has_chinese,platform_features,md5_12,unreadable,normalized_rel
298,2023年度精选策略,98.欧奈尔CANSLIM策略初探三.txt,2023年度精选策略\98.欧奈尔CANSLIM策略初探三.txt,9254,282,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_value|get_price|get_fundamentals,fff51a75cccf,False,normalized\2023年度精选策略\98.欧奈尔CANSLIM策略初探三.txt
299,2023年度精选策略,99.全市场选股？7年5倍不择时，回撤30%左右.txt,2023年度精选策略\99.全市场选股？7年5倍不择时，回撤30%左右.txt,11377,271,utf-8,True,initialize|run_weekly|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,8a955a32661d,False,normalized\2023年度精选策略\99.全市场选股？7年5倍不择时，回撤30%左右.txt
300,2024年度精选策略1,1.差不多得了.txt,2024年度精选策略1\1.差不多得了.txt,13167,316,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,dea7084040d7,False,normalized\2024年度精选策略1\1.差不多得了.txt
301,2024年度精选策略1,10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,2024年度精选策略1\10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,16473,333,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,71a3f920cd2a,False,normalized\2024年度精选策略1\10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt
302,2024年度精选策略1,100.全市场归因.txt,2024年度精选策略1\100.全市场归因.txt,26010,833,utf-8,True,get_price|get_fundamentals,7c9fdf50ce50,False,normalized\2024年度精选策略1\100.全市场归因.txt
303,2024年度精选策略1,11.低价小盘简单有效.txt,2024年度精选策略1\11.低价小盘简单有效.txt,9255,219,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,2783242840a4,False,normalized\2024年度精选策略1\11.低价小盘简单有效.txt
304,2024年度精选策略1,12.致敬聚宽机器学习多因子50只持仓14年37倍.txt,2024年度精选策略1\12.致敬聚宽机器学习多因子50只持仓14年37倍.txt,3778,109,utf-8,True,initialize|run_daily|order_value|get_fundamentals,03e4c394c44f,False,normalized\2024年度精选策略1\12.致敬聚宽机器学习多因子50只持仓14年37倍.txt
305,2024年度精选策略1,13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,2024年度精选策略1\13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,16498,393,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,77a2c5c2d8c6,False,normalized\2024年度精选策略1\13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt
306,2024年度精选策略1,14.四年多翻9倍，年化73%，成长因子评分筛选.txt,2024年度精选策略1\14.四年多翻9倍，年化73%，成长因子评分筛选.txt,8244,200,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_fundamentals,c1c9b4b53644,False,normalized\2024年度精选策略1\14.四年多翻9倍，年化73%，成长因子评分筛选.txt
307,2024年度精选策略1,15.10年52倍，年化59%，全新因子方法超稳定.txt,2024年度精选策略1\15.10年52倍，年化59%，全新因子方法超稳定.txt,12424,285,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,dd0b4009dc57,False,normalized\2024年度精选策略1\15.10年52倍，年化59%，全新因子方法超稳定.txt
308,2024年度精选策略1,16.大市值价值投资，从2005年至今超额稳定.txt,2024年度精选策略1\16.大市值价值投资，从2005年至今超额稳定.txt,6326,158,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_fundamentals,6ba459329476,False,normalized\2024年度精选策略1\16.大市值价值投资，从2005年至今超额稳定.txt
309,2024年度精选策略1,17.5年超额收益1055%，K线处理大阴线，无未来.txt,2024年度精选策略1\17.5年超额收益1055%，K线处理大阴线，无未来.txt,13297,294,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,ab0278fed04a,False,normalized\2024年度精选策略1\17.5年超额收益1055%，K线处理大阴线，无未来.txt
310,2024年度精选策略1,18.微盘股研究.txt,2024年度精选策略1\18.微盘股研究.txt,3165,87,utf-8,True,initialize|run_daily|order_target_value|get_fundamentals,0736bfd8088f,False,normalized\2024年度精选策略1\18.微盘股研究.txt
311,2024年度精选策略1,19.高股息低市盈率高增长的价投策略.txt,2024年度精选策略1\19.高股息低市盈率高增长的价投策略.txt,10232,203,utf-8,True,initialize|handle_data|before_trading_start|set_benchmark|order_value|get_price|get_fundamentals,4879b2c6f2bb,False,normalized\2024年度精选策略1\19.高股息低市盈率高增长的价投策略.txt
312,2024年度精选策略1,2.“7年40倍”策略扩容到50只.txt,2024年度精选策略1\2.“7年40倍”策略扩容到50只.txt,11867,292,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,67ee0281516e,False,normalized\2024年度精选策略1\2.“7年40倍”策略扩容到50只.txt
313,2024年度精选策略1,20.有赚就好-小市值剥头皮改进 2年3.86%回撤.txt,2024年度精选策略1\20.有赚就好-小市值剥头皮改进 2年3.86%回撤.txt,4762,110,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|get_price|get_fundamentals,2f7aff7c552e,False,normalized\2024年度精选策略1\20.有赚就好-小市值剥头皮改进 2年3.86%回撤.txt
314,2024年度精选策略1,21.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt,2024年度精选策略1\21.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt,15022,286,utf-8,True,initialize|run_daily|set_benchmark|order_value,e8d351a28aa8,False,normalized\2024年度精选策略1\21.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt
315,2024年度精选策略1,22.菜场大妈皇城大妈年化108大妈吉祥.txt,2024年度精选策略1\22.菜场大妈皇城大妈年化108大妈吉祥.txt,17649,383,utf-8,True,initialize|run_daily|run_monthly|after_trading_end|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,aefd48b69210,False,normalized\2024年度精选策略1\22.菜场大妈皇城大妈年化108大妈吉祥.txt
316,2024年度精选策略1,23.wywy1995大神机器学习策略年化提升35pt.txt,2024年度精选策略1\23.wywy1995大神机器学习策略年化提升35pt.txt,13940,313,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,7b537b14274c,False,normalized\2024年度精选策略1\23.wywy1995大神机器学习策略年化提升35pt.txt
317,2024年度精选策略1,24.凑波热闹，也来试试多因子线性回归.txt,2024年度精选策略1\24.凑波热闹，也来试试多因子线性回归.txt,14199,343,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,1dc3d93cb204,False,normalized\2024年度精选策略1\24.凑波热闹，也来试试多因子线性回归.txt
318,2024年度精选策略1,25.低价股优化，18年至今10625.40%，已加防未来函数.txt,2024年度精选策略1\25.低价股优化，18年至今10625.40%，已加防未来函数.txt,8374,196,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value,beff23128788,False,normalized\2024年度精选策略1\25.低价股优化，18年至今10625.40%，已加防未来函数.txt
319,2024年度精选策略1,26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,2024年度精选策略1\26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,13763,387,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_value|get_price|get_fundamentals,a7255b272cc9,False,normalized\2024年度精选策略1\26.【深度解析 六】高股息率-低PEG-低股价 模型.txt
320,2024年度精选策略1,27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,2024年度精选策略1\27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,18260,401,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,06d392f8e2be,False,normalized\2024年度精选策略1\27.根据大小盘相对强弱选择合适的板块股票进行交易.txt
321,2024年度精选策略1,28.正黄旗大妈选股法，修改版，年化92%.txt,2024年度精选策略1\28.正黄旗大妈选股法，修改版，年化92%.txt,11501,261,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,3808072af6cb,False,normalized\2024年度精选策略1\28.正黄旗大妈选股法，修改版，年化92%.txt
322,2024年度精选策略1,29.高增股池小市值轮动.txt,2024年度精选策略1\29.高增股池小市值轮动.txt,10733,235,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,7a24b2746e72,False,normalized\2024年度精选策略1\29.高增股池小市值轮动.txt
323,2024年度精选策略1,3.【回顾3】ETF策略之核心资产轮动.txt,2024年度精选策略1\3.【回顾3】ETF策略之核心资产轮动.txt,3083,78,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,f54ccf586039,False,normalized\2024年度精选策略1\3.【回顾3】ETF策略之核心资产轮动.txt
324,2024年度精选策略1,30.挖掘中国特色的估值体系投资机会，年化150%+.txt,2024年度精选策略1\30.挖掘中国特色的估值体系投资机会，年化150%+.txt,11871,248,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price,7f2131dd5089,False,normalized\2024年度精选策略1\30.挖掘中国特色的估值体系投资机会，年化150%+.txt
325,2024年度精选策略1,31.动量因子加RSRS择时和ETF轮动每日调仓.txt,2024年度精选策略1\31.动量因子加RSRS择时和ETF轮动每日调仓.txt,6976,191,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value,29edd9eeee51,False,normalized\2024年度精选策略1\31.动量因子加RSRS择时和ETF轮动每日调仓.txt
326,2024年度精选策略1,32.非线性市值（非小市值）组合4只.txt,2024年度精选策略1\32.非线性市值（非小市值）组合4只.txt,18581,345,utf-8,True,initialize|run_daily|run_monthly|order_target_value|order_value|get_fundamentals,d3b90a39e599,False,normalized\2024年度精选策略1\32.非线性市值（非小市值）组合4只.txt
327,2024年度精选策略1,33.年化46.77，alpha191因子选股.txt,2024年度精选策略1\33.年化46.77，alpha191因子选股.txt,10466,242,utf-8,True,initialize|handle_data|set_benchmark|order_target_value|get_price|get_fundamentals,b4ce60361582,False,normalized\2024年度精选策略1\33.年化46.77，alpha191因子选股.txt
328,2024年度精选策略1,34.韶华研究之十八，201系列.txt,2024年度精选策略1\34.韶华研究之十八，201系列.txt,23132,487,utf-8,True,handle_data|run_daily|set_benchmark|order_target_value|get_price,6847854b816b,False,normalized\2024年度精选策略1\34.韶华研究之十八，201系列.txt
329,2024年度精选策略1,35.5年12倍-小市值.txt,2024年度精选策略1\35.5年12倍-小市值.txt,16646,348,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,aa46829a69a5,False,normalized\2024年度精选策略1\35.5年12倍-小市值.txt
330,2024年度精选策略1,"36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","2024年度精选策略1\36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",11993,286,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,bb0b9f37ce93,False,"normalized\2024年度精选策略1\36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt"
331,2024年度精选策略1,37.【择时模块实际效果】--论坛随便选了个策略加装.txt,2024年度精选策略1\37.【择时模块实际效果】--论坛随便选了个策略加装.txt,13081,304,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,d7e1d012020b,False,normalized\2024年度精选策略1\37.【择时模块实际效果】--论坛随便选了个策略加装.txt
332,2024年度精选策略1,38.ETF核心资产轮动-添油加醋.txt,2024年度精选策略1\38.ETF核心资产轮动-添油加醋.txt,4927,122,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,77966f36f5fa,False,normalized\2024年度精选策略1\38.ETF核心资产轮动-添油加醋.txt
333,2024年度精选策略1,39.大资金优质股策略，总收益1217%！无小市值因子！.txt,2024年度精选策略1\39.大资金优质股策略，总收益1217%！无小市值因子！.txt,8224,198,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,b17ffbf143b9,False,normalized\2024年度精选策略1\39.大资金优质股策略，总收益1217%！无小市值因子！.txt
334,2024年度精选策略1,4.首板低开策略.txt,2024年度精选策略1\4.首板低开策略.txt,9470,220,utf-8,True,initialize|run_daily|order_target_value|get_price,82edb1dd05c7,False,normalized\2024年度精选策略1\4.首板低开策略.txt
335,2024年度精选策略1,40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,2024年度精选策略1\40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,2882,80,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value|order_value|get_fundamentals,f30de34bbf00,False,normalized\2024年度精选策略1\40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt
336,2024年度精选策略1,41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,2024年度精选策略1\41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,3976,138,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value,229e7b9624dd,False,normalized\2024年度精选策略1\41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt
337,2024年度精选策略1,42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt,2024年度精选策略1\42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt,15308,317,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,885bfe246309,False,normalized\2024年度精选策略1\42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt
338,2024年度精选策略1,43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt,2024年度精选策略1\43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt,4923,101,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,647e8ddc7c89,False,normalized\2024年度精选策略1\43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt
339,2024年度精选策略1,44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,2024年度精选策略1\44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,16242,334,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,751983843b3f,False,normalized\2024年度精选策略1\44.分享一个兼顾业绩增长和PEG指标的股票策略.txt
340,2024年度精选策略1,"45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt","2024年度精选策略1\45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt",15305,354,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_fundamentals,d5be8e8a17ad,False,"normalized\2024年度精选策略1\45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt"
341,2024年度精选策略1,46.【深度解析 四】聚宽三因子基本面 模型.txt,2024年度精选策略1\46.【深度解析 四】聚宽三因子基本面 模型.txt,27456,723,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,8c2b8b34e6b0,False,normalized\2024年度精选策略1\46.【深度解析 四】聚宽三因子基本面 模型.txt
342,2024年度精选策略1,47.随机森林量价多因子选股 短线交易.txt,2024年度精选策略1\47.随机森林量价多因子选股 短线交易.txt,6660,186,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,9acecad1a574,False,normalized\2024年度精选策略1\47.随机森林量价多因子选股 短线交易.txt
343,2024年度精选策略1,48.低代码迁移成本的实盘方案jqtrade+one quant.txt,2024年度精选策略1\48.低代码迁移成本的实盘方案jqtrade+one quant.txt,5954,147,utf-8,True,initialize|run_daily|order_target_value|order_value|get_price|get_fundamentals,6a3b692a4a44,False,normalized\2024年度精选策略1\48.低代码迁移成本的实盘方案jqtrade+one quant.txt
344,2024年度精选策略1,49.年化62%的动量策略.txt,2024年度精选策略1\49.年化62%的动量策略.txt,6193,143,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,6a6ec8869ddb,False,normalized\2024年度精选策略1\49.年化62%的动量策略.txt
345,2024年度精选策略1,5.尝试用机器学习批量生产小盘策略.txt,2024年度精选策略1\5.尝试用机器学习批量生产小盘策略.txt,9539,224,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,6f5297b301fe,False,normalized\2024年度精选策略1\5.尝试用机器学习批量生产小盘策略.txt
346,2024年度精选策略1,50.新策略，一种新思路，超额376%！.txt,2024年度精选策略1\50.新策略，一种新思路，超额376%！.txt,11352,259,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,5c5a94158d06,False,normalized\2024年度精选策略1\50.新策略，一种新思路，超额376%！.txt
347,2024年度精选策略1,51.【复现】行业有效量价因子与行业轮动策略.txt,2024年度精选策略1\51.【复现】行业有效量价因子与行业轮动策略.txt,20148,682,utf-8,True,,6a8f42d8a7f9,False,normalized\2024年度精选策略1\51.【复现】行业有效量价因子与行业轮动策略.txt
348,2024年度精选策略1,52.增强型投资组合优化（EPO）方法试用.txt,2024年度精选策略1\52.增强型投资组合优化（EPO）方法试用.txt,4630,105,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_price,94b047e8b4c8,False,normalized\2024年度精选策略1\52.增强型投资组合优化（EPO）方法试用.txt
349,2024年度精选策略1,53.微盘400每日再平衡.txt,2024年度精选策略1\53.微盘400每日再平衡.txt,2007,64,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,b43246cf2802,False,normalized\2024年度精选策略1\53.微盘400每日再平衡.txt
350,2024年度精选策略1,54.追市场热点策略.txt,2024年度精选策略1\54.追市场热点策略.txt,14794,314,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price,539eeaa013a3,False,normalized\2024年度精选策略1\54.追市场热点策略.txt
351,2024年度精选策略1,55.Ahfu的大市值价值投资加自定义邮箱推送.txt,2024年度精选策略1\55.Ahfu的大市值价值投资加自定义邮箱推送.txt,12898,293,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,b5bef4807b29,False,normalized\2024年度精选策略1\55.Ahfu的大市值价值投资加自定义邮箱推送.txt
352,2024年度精选策略1,56.双人工智能配合，样本外夏普3.9.txt,2024年度精选策略1\56.双人工智能配合，样本外夏普3.9.txt,17463,473,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,0f0707441a7c,False,normalized\2024年度精选策略1\56.双人工智能配合，样本外夏普3.9.txt
353,2024年度精选策略1,57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,2024年度精选策略1\57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,138352,99,utf-8,True,,a9a3c6169e3a,False,normalized\2024年度精选策略1\57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt
354,2024年度精选策略1,"58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt","2024年度精选策略1\58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt",6206,129,utf-8,True,initialize|run_daily|set_benchmark,9f51ccce36ac,False,"normalized\2024年度精选策略1\58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt"
355,2024年度精选策略1,59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,2024年度精选策略1\59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,6289,170,utf-8,True,initialize|run_daily|order_target_value|get_fundamentals,a93fa8772982,False,normalized\2024年度精选策略1\59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt
356,2024年度精选策略1,6.高股息低杠杆小市值轮动策略.txt,2024年度精选策略1\6.高股息低杠杆小市值轮动策略.txt,13115,299,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,cd6b6020732d,False,normalized\2024年度精选策略1\6.高股息低杠杆小市值轮动策略.txt
357,2024年度精选策略1,60.【深度解析 二】资产负债与ROA模型.txt,2024年度精选策略1\60.【深度解析 二】资产负债与ROA模型.txt,14688,355,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_fundamentals,c4f563882796,False,normalized\2024年度精选策略1\60.【深度解析 二】资产负债与ROA模型.txt
358,2024年度精选策略1,61.聚类算法分析股票，看看今年大体能分出哪几类.txt,2024年度精选策略1\61.聚类算法分析股票，看看今年大体能分出哪几类.txt,5941,209,utf-8,True,get_price|get_fundamentals,0fb7bbbeb613,False,normalized\2024年度精选策略1\61.聚类算法分析股票，看看今年大体能分出哪几类.txt
359,2024年度精选策略1,62.分享一种K线小碎步后突破的分钟级打法.txt,2024年度精选策略1\62.分享一种K线小碎步后突破的分钟级打法.txt,21780,561,utf-8,True,initialize|run_daily|order_target_value|get_price|get_fundamentals,e2e31eec5cb2,False,normalized\2024年度精选策略1\62.分享一种K线小碎步后突破的分钟级打法.txt
360,2024年度精选策略1,63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt,2024年度精选策略1\63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt,8419,189,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price|get_fundamentals,d77fb48bf268,False,normalized\2024年度精选策略1\63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt
361,2024年度精选策略1,64.基于XGBoost6m滚动选股策略.txt,2024年度精选策略1\64.基于XGBoost6m滚动选股策略.txt,32149,711,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,38926e28d04c,False,normalized\2024年度精选策略1\64.基于XGBoost6m滚动选股策略.txt
362,2024年度精选策略1,65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,2024年度精选策略1\65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,6335,151,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value|get_fundamentals,63a5ac6abffb,False,normalized\2024年度精选策略1\65.低开买入小市值策略（剥头皮策略）3.0 总结.txt
363,2024年度精选策略1,66.SVR机器学习上证综指择时中小板财务选股策略.txt,2024年度精选策略1\66.SVR机器学习上证综指择时中小板财务选股策略.txt,13925,316,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,df515ff6bd7a,False,normalized\2024年度精选策略1\66.SVR机器学习上证综指择时中小板财务选股策略.txt
364,2024年度精选策略1,68.业绩预告小工具--已更新.txt,2024年度精选策略1\68.业绩预告小工具--已更新.txt,9259,297,utf-8,True,get_fundamentals,149eb03cd019,False,normalized\2024年度精选策略1\68.业绩预告小工具--已更新.txt
365,2024年度精选策略1,69.人工智能早晨十字星模型反转形态预测.txt,2024年度精选策略1\69.人工智能早晨十字星模型反转形态预测.txt,13164,361,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price,0c9499e93945,False,normalized\2024年度精选策略1\69.人工智能早晨十字星模型反转形态预测.txt
366,2024年度精选策略1,7.连板龙头策略.txt,2024年度精选策略1\7.连板龙头策略.txt,15866,400,utf-8,True,initialize|run_daily|order_target_value|order_value|get_price|get_fundamentals,0e58975cfa61,False,normalized\2024年度精选策略1\7.连板龙头策略.txt
367,2024年度精选策略1,70.致敬市场(12)——赚钱的策略.txt,2024年度精选策略1\70.致敬市场(12)——赚钱的策略.txt,2154,53,utf-8,True,initialize|run_daily|order_target_value|order_value,a3af6ded6bb2,False,normalized\2024年度精选策略1\70.致敬市场(12)——赚钱的策略.txt
368,2024年度精选策略1,71.小试多因子策略，年化65%.txt,2024年度精选策略1\71.小试多因子策略，年化65%.txt,13205,293,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,24eab11c7788,False,normalized\2024年度精选策略1\71.小试多因子策略，年化65%.txt
369,2024年度精选策略1,72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,2024年度精选策略1\72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,9266,257,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value,ffaefd52a9e2,False,normalized\2024年度精选策略1\72.桥水 全天候策略 增加一致性度量ES 风险控制.txt
370,2024年度精选策略1,73.稳健趋势策略，回测小，无未来函数.txt,2024年度精选策略1\73.稳健趋势策略，回测小，无未来函数.txt,10944,258,utf-8,True,initialize|run_weekly|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,7e3f887a4aec,False,normalized\2024年度精选策略1\73.稳健趋势策略，回测小，无未来函数.txt
371,2024年度精选策略1,74.形态识别_单边上涨v3.txt,2024年度精选策略1\74.形态识别_单边上涨v3.txt,9032,249,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,b37b3a2b760b,False,normalized\2024年度精选策略1\74.形态识别_单边上涨v3.txt
372,2024年度精选策略1,75.【复现】个股动量效应的识别及球队硬币因子.txt,2024年度精选策略1\75.【复现】个股动量效应的识别及球队硬币因子.txt,20598,597,utf-8,True,,448e7998ea83,False,normalized\2024年度精选策略1\75.【复现】个股动量效应的识别及球队硬币因子.txt
373,2024年度精选策略1,76.基金溢价（模拟效果好！）.txt,2024年度精选策略1\76.基金溢价（模拟效果好！）.txt,11748,237,utf-8,True,initialize|run_daily|after_trading_end|set_benchmark,ddd7829c9511,False,normalized\2024年度精选策略1\76.基金溢价（模拟效果好！）.txt
374,2024年度精选策略1,77.【复现】筹码分布因子.txt,2024年度精选策略1\77.【复现】筹码分布因子.txt,18971,483,utf-8,True,,97beac35769e,False,normalized\2024年度精选策略1\77.【复现】筹码分布因子.txt
375,2024年度精选策略1,78.国盛证券多因子.txt,2024年度精选策略1\78.国盛证券多因子.txt,16039,256,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value|get_price,ca4298b53fa3,False,normalized\2024年度精选策略1\78.国盛证券多因子.txt
376,2024年度精选策略1,79.SVR选股的小市值策略.txt,2024年度精选策略1\79.SVR选股的小市值策略.txt,10364,258,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,29e292b06c6f,False,normalized\2024年度精选策略1\79.SVR选股的小市值策略.txt
377,2024年度精选策略1,8.科技与狠活.txt,2024年度精选策略1\8.科技与狠活.txt,12029,275,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,3e0a60384921,False,normalized\2024年度精选策略1\8.科技与狠活.txt
378,2024年度精选策略1,80.【深度解析 一】经典小市值模型.txt,2024年度精选策略1\80.【深度解析 一】经典小市值模型.txt,8595,214,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_fundamentals,4df92af47da1,False,normalized\2024年度精选策略1\80.【深度解析 一】经典小市值模型.txt
379,2024年度精选策略1,81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,2024年度精选策略1\81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,22057,566,utf-8,True,,3aa66126d1c3,False,normalized\2024年度精选策略1\81.方正证券-多因子选股系列研究之四：“球队硬币”.txt
380,2024年度精选策略1,82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,2024年度精选策略1\82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,15611,426,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,06fcf819592a,False,normalized\2024年度精选策略1\82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt
381,2024年度精选策略1,83.回测“一创模拟盘2号”，最终优化，年化39%.txt,2024年度精选策略1\83.回测“一创模拟盘2号”，最终优化，年化39%.txt,17717,362,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,2ed382e707c4,False,normalized\2024年度精选策略1\83.回测“一创模拟盘2号”，最终优化，年化39%.txt
382,2024年度精选策略1,84.【社区研究】连板龙头策略-wywy：复现与研究.txt,2024年度精选策略1\84.【社区研究】连板龙头策略-wywy：复现与研究.txt,5587,178,utf-8,True,get_price,fa68b690a508,False,normalized\2024年度精选策略1\84.【社区研究】连板龙头策略-wywy：复现与研究.txt
