seq,year,orig_name,md5_12,screen
572,聚宽2026年精选,77研报三因子II-新规高分红小市值-年化60回撤19.txt,7e5e5447be91,candidate
573,聚宽2026年精选,78首板低开策略-终极版 最大回撤15%，年化50%.txt,2b5e98bfca7a,candidate
574,聚宽2026年精选,79国九条-新的红利因子，修正「审计意见」函数.txt,2dfe59cd5c6b,excluded:intraday
575,聚宽2026年精选,7追首板涨停 过去两年年化304%.txt,2e8446ba42a7,candidate
576,聚宽2026年精选,80基本面01加RSI择时.txt,31f24872428a,candidate
577,聚宽2026年精选,81搞市场最靓的仔！指数ETF动量轮动策略-2.txt,829a4b94a5de,excluded:futures
578,聚宽2026年精选,82回报社区——基于Gyro老师策略的思考.txt,8cda1f8e6d40,candidate
579,聚宽2026年精选,83大小外择时小市值.txt,3ca4d90378bc,excluded:intraday
580,聚宽2026年精选,84正黄旗大妈选股改进-加入涨停卖出后的买入，提高资金利用率.txt,1b89488edf09,candidate
581,聚宽2026年精选,85稳健型ETF策略.txt,1e278a4a1b09,excluded:hk_us
582,聚宽2026年精选,86手把手教你构建ETF策略候选池优化版.txt,8f1822424be9,excluded:fund
583,聚宽2026年精选,87山寨红利.txt,fb93ded06126,candidate
584,聚宽2026年精选,88WY大神的“龙头打板”策略小改.txt,40132bff6ade,excluded:pairs_hedge
585,聚宽2026年精选,89基于Gyro.大神的小市值策略的因子匹配研究.txt,a93fa8772982,candidate
586,聚宽2026年精选,8国九条后中小板微盘小改，年化135.40.txt,93420c4a0f26,excluded:fund
587,聚宽2026年精选,90固收+.txt,661340dce4ad,candidate
588,聚宽2026年精选,91ETF-T0动量策略，年化 18%，回撤3.31%.txt,ad0c7d785960,candidate
589,聚宽2026年精选,92行业宽度轮动研究.txt,15ca95e9cec1,excluded:intraday
590,聚宽2026年精选,93.234板介入-2023年14倍-无未来.txt,ff3745658e4f,excluded:pairs_hedge
591,聚宽2026年精选,94别人“拿的住”的股票最赚钱.txt,f749462acbe1,candidate
592,聚宽2026年精选,95学习贴《一个完整的-深度学习-神经网络pipeline》.txt,7b3446932321,candidate
593,聚宽2026年精选,96首版+2版龙虎榜挖掘V2.0，年化1400.txt,c946d7e91e89,candidate
594,聚宽2026年精选,97趋势筛选后相关性最小etf轮动-加速10倍版.txt,73bb4748db36,candidate
595,聚宽2026年精选,98热点行业和热点概念-成分股-及龙一龙二龙三.py,12118a15203b,excluded:cb
596,聚宽2026年精选,99韶华研究之二十，竞价异动.txt,8ed99cbfbaf4,candidate
597,聚宽2026年精选,9干积分-量化策略简易框架.txt,9b7c5ac4e4e5,excluded:intraday
